NoseX,NoseY,NoseC,LEyeX,LEyeY,LEyeC,REyeX,REyeY,REyeC,LEarX,LEarY,LEarC,REarX,REarY,REarC,LShoulderX,LShoulderY,LShoulderC,RShoulderX,RShoulderY,RShoulderC,LElbowX,LElbowY,LElbowC,RElbowX,RElbowY,RElbowC,LWristX,LWristY,LWristC,RWristX,RWristY,RWristC,LHipX,LHipY,LHipC,RHipX,RHipY,RHipC,LKneeX,LKneeY,LKneeC,RKneeX,RKneeY,RKneeC,LAnkleX,LAnkleY,LAnkleC,RAnkleX,RAnkleY,RAnkleC,UpperNeckX,UpperNeckY,UpperNeckC,HeadTopX,HeadTopY,HeadTopC,LBigToeX,LBigToeY,LBigToeC,LSmallToeX,LSmallToeY,LSmallToeC,LHeelX,LHeelY,LHeelC,RBigToeX,RBigToeY,RBigToeC,RSmallToeX,RSmallToeY,RSmallToeC,RHeelX,RHeelY,RHeelC,nome_video,frame_video,skill_id
0,0,0,0,0,0,0,0,0,0.387956,0.431434,0.264429,0.386416,0.409598,0.104261,0.409413,0.447866,0.609273,0.403267,0.3634,0.597722,0.386514,0.510377,0.757742,0.398676,0.316993,0.714484,0.360374,0.562255,0.732196,0.384841,0.284238,0.600408,0.467576,0.423225,0.425189,0.45688,0.382458,0.348634,0.544153,0.415066,0.34628,0.544171,0.420508,0.362919,0.626866,0.406965,0.371687,0.629871,0.415107,0.381367,0.398695,0.415072,0.49385,0.364983,0.423203,0.305914,0.645258,0.390555,0.170325,0.642196,0.385155,0.188193,0.636041,0.40695,0.232313,0.648328,0.385157,0.231865,0.651335,0.393322,0.178911,0.640657,0.412367,0.218302,flag1,100,fl
0,0,0,0,0,0,0,0,0,0.386415,0.434134,0.325633,0.386403,0.406963,0.113539,0.409381,0.450477,0.619224,0.401771,0.363331,0.612935,0.386493,0.510422,0.775666,0.398626,0.314309,0.738776,0.360363,0.562224,0.741267,0.381825,0.276149,0.598482,0.469097,0.423296,0.434031,0.458397,0.382431,0.350266,0.545725,0.417775,0.383905,0.547216,0.420461,0.366909,0.628373,0.404302,0.432985,0.629889,0.420473,0.418316,0.398661,0.415083,0.51892,0.361965,0.420562,0.378491,0.648296,0.387806,0.18229,0.643737,0.385141,0.206382,0.637592,0.4042,0.26576,0.649832,0.390534,0.230164,0.651337,0.398703,0.159505,0.642173,0.412395,0.2199,flag1,101,null_skill
0.377238,0.444952,0.0958806,0.374209,0.436887,0.113718,0,0,0,0.384894,0.434143,0.38644,0.386383,0.406877,0.12444,0.409336,0.45053,0.628571,0.403261,0.36335,0.630859,0.38641,0.513058,0.797175,0.397211,0.314275,0.733808,0.360323,0.562224,0.743059,0.381837,0.276127,0.585406,0.472182,0.428699,0.450484,0.467606,0.385068,0.370769,0.553362,0.420496,0.40061,0.550301,0.415068,0.407254,0.628374,0.404307,0.431759,0.6299,0.417803,0.434285,0.398666,0.415073,0.556611,0.361904,0.423182,0.433484,0.648308,0.387823,0.186451,0.645225,0.385151,0.210622,0.639104,0.40419,0.256038,0.649848,0.390536,0.243028,0.649841,0.401409,0.175121,0.642193,0.409696,0.233647,flag1,102,null_skill
0.375722,0.442368,0.0938215,0.374193,0.436841,0.11374,0,0,0,0.384885,0.434113,0.383697,0.384958,0.404311,0.113675,0.409342,0.450463,0.637772,0.40326,0.363288,0.620348,0.386446,0.510501,0.799645,0.398626,0.314259,0.726194,0.360339,0.559589,0.758358,0.383341,0.278827,0.617967,0.470693,0.425968,0.45952,0.466053,0.382384,0.367518,0.553326,0.423171,0.438949,0.550273,0.415078,0.386406,0.628369,0.406904,0.440519,0.629929,0.415085,0.437214,0.39864,0.412362,0.548336,0.361914,0.420532,0.435064,0.648312,0.387826,0.184787,0.645234,0.385163,0.209648,0.639111,0.404225,0.256919,0.649846,0.387861,0.235164,0.651331,0.39873,0.174419,0.642205,0.409646,0.240679,flag1,103,null_skill
0.377237,0.439623,0.0921428,0,0,0,0,0,0,0.384872,0.428796,0.360347,0.384957,0.404253,0.1274,0.409332,0.447862,0.643272,0.401774,0.360676,0.622868,0.386422,0.510542,0.806184,0.398639,0.314251,0.72718,0.358855,0.562178,0.755427,0.383352,0.278793,0.603712,0.470678,0.425995,0.456206,0.466058,0.382298,0.365903,0.548751,0.423183,0.426258,0.548772,0.417761,0.396379,0.628381,0.406896,0.429102,0.629907,0.417777,0.449001,0.397191,0.409675,0.538671,0.361927,0.420514,0.410529,0.648309,0.387843,0.17991,0.645226,0.387802,0.204976,0.639123,0.404239,0.253646,0.651333,0.390537,0.25006,0.651343,0.398737,0.187139,0.642186,0.409683,0.249839,flag1,104,null_skill
0.381856,0.43685,0.0817806,0,0,0,0,0,0,0.384843,0.428711,0.3003,0.386374,0.404055,0.157116,0.40483,0.455955,0.607971,0.403297,0.360688,0.652028,0.38495,0.513156,0.758549,0.398673,0.316952,0.694673,0.360332,0.559559,0.755719,0.386378,0.287044,0.597908,0.458378,0.423208,0.296434,0.453798,0.379734,0.355634,0.541093,0.406979,0.184407,0.541091,0.409608,0.38186,0.626856,0.406979,0.175605,0.582429,0.404139,0.0572897,0.397191,0.409627,0.556095,0.360393,0.420498,0.340887,0.640646,0.406974,0.0926528,0.637587,0.409631,0.0994702,0.632964,0.406889,0.146264,0,0,0,0,0,0,0,0,0,flag1,105,null_skill
0.381812,0.43414,0.0709928,0,0,0,0,0,0,0.383396,0.426033,0.272721,0.386396,0.401513,0.161235,0.406354,0.450598,0.606381,0.403283,0.360664,0.655018,0.386384,0.510556,0.742993,0.398622,0.314285,0.70961,0.360413,0.559461,0.768986,0.384837,0.278868,0.547966,0.459975,0.423239,0.285204,0.455336,0.379712,0.319354,0.542609,0.40696,0.205306,0.5411,0.409661,0.35746,0.628356,0.40694,0.180605,0.582397,0.404171,0.0570412,0.398638,0.406977,0.558769,0.36037,0.417805,0.351943,0.64064,0.406924,0.0941984,0.637583,0.406924,0.103848,0.63297,0.404182,0.151723,0,0,0,0,0,0,0,0,0,flag1,106,null_skill
0.380313,0.431417,0.057899,0,0,0,0,0,0,0.384848,0.425908,0.259125,0.386397,0.401514,0.161781,0.407826,0.450491,0.599314,0.404833,0.363292,0.649725,0.386401,0.510466,0.711064,0.398665,0.31692,0.696482,0.361916,0.556803,0.758948,0.384905,0.281591,0.585269,0.461476,0.420549,0.248308,0.453809,0.379696,0.281553,0.54261,0.406905,0.180648,0.541083,0.40964,0.323886,0.628378,0.406948,0.146873,0.628353,0.40421,0.285845,0.398676,0.406943,0.56793,0.360367,0.417762,0.336249,0.64064,0.406935,0.0761351,0.639128,0.406949,0.0840671,0.632969,0.404184,0.13016,0.643771,0.401481,0.144933,0.643677,0.409628,0.140654,0.633,0.404117,0.225688,flag1,107,null_skill
0.380308,0.428694,0.0537154,0.377232,0.425929,0.0582539,0,0,0,0.38491,0.423305,0.245246,0.386387,0.401483,0.151603,0.407876,0.447833,0.595639,0.404829,0.363321,0.630629,0.386452,0.51035,0.692275,0.398663,0.31436,0.700903,0.361975,0.556696,0.76558,0.38488,0.278849,0.562474,0.459946,0.420514,0.260364,0.452269,0.379655,0.270041,0.541115,0.406911,0.212221,0.539581,0.412325,0.334268,0.626873,0.406926,0.194982,0.626868,0.404251,0.31885,0.398673,0.406915,0.553507,0.360415,0.412408,0.323906,0.642148,0.40414,0.101931,0.640624,0.401459,0.109486,0.631511,0.409614,0.157395,0.645254,0.398713,0.160629,0.643776,0.404243,0.153214,0.634508,0.404213,0.238356,flag1,108,null_skill
0.380303,0.431403,0.0509648,0.377256,0.425977,0.0554338,0,0,0,0.386388,0.425962,0.2228,0.386405,0.404079,0.121141,0.409326,0.44781,0.590607,0.40479,0.360711,0.612922,0.386437,0.510357,0.7073,0.398648,0.314173,0.708095,0.361936,0.556734,0.775483,0.383342,0.273435,0.516335,0.459913,0.420558,0.31031,0.453806,0.379641,0.311251,0.541097,0.406997,0.262898,0.541098,0.415089,0.38968,0.626837,0.406914,0.265029,0.626876,0.404257,0.402602,0.398673,0.406962,0.502995,0.361934,0.415093,0.282717,0.642205,0.401509,0.114446,0.642148,0.398763,0.123292,0.634516,0.406898,0.184431,0.64527,0.395983,0.180616,0.645228,0.404122,0.164448,0.637578,0.404179,0.272519,flag1,109,null_skill
0,0,0,0,0,0,0,0,0,0.386446,0.425974,0.173656,0.386478,0.401552,0.117699,0.409377,0.447838,0.545464,0.406323,0.363352,0.590342,0.386439,0.51031,0.660578,0.398628,0.314148,0.674968,0.361996,0.554132,0.721748,0.383355,0.273425,0.467126,0.459981,0.417823,0.256452,0.45229,0.37961,0.240548,0.542629,0.406958,0.201633,0.541084,0.415043,0.327082,0.626871,0.406931,0.196984,0.626849,0.404302,0.333738,0.398737,0.406916,0.488566,0.361931,0.415118,0.228175,0.640647,0.401462,0.0898656,0.637581,0.401438,0.100485,0.632967,0.409608,0.148015,0.645237,0.395976,0.14656,0.643778,0.40413,0.137191,0.633008,0.40424,0.236521,flag1,110,null_skill
0,0,0,0,0,0,0,0,0,0.387944,0.426032,0.208729,0.389483,0.404093,0.0943164,0.409377,0.44779,0.593768,0.404801,0.360579,0.601169,0.386444,0.510307,0.739059,0.397143,0.306109,0.658581,0.361899,0.556749,0.783162,0.360442,0.232588,0.429703,0.466065,0.423204,0.345529,0.459922,0.3796,0.29617,0.542652,0.417766,0.309459,0.545676,0.420493,0.379906,0.62685,0.409611,0.301386,0.628361,0.415069,0.393435,0.400207,0.406972,0.413107,0.364982,0.409694,0.236563,0.643668,0.404183,0.127146,0.642143,0.404163,0.141121,0.636071,0.404235,0.214923,0.646742,0.401464,0.161559,0.64522,0.409613,0.134524,0.640625,0.406953,0.268929,flag1,111,null_skill
0,0,0,0,0,0,0,0,0,0.386468,0.425979,0.218178,0.391024,0.401449,0.10388,0.409366,0.447736,0.595857,0.404828,0.357947,0.626952,0.386476,0.507697,0.703471,0.394082,0.295226,0.67086,0.361964,0.554144,0.775093,0.360391,0.229926,0.613996,0.470614,0.423271,0.376607,0.46606,0.379636,0.303398,0.547229,0.42052,0.349021,0.5518,0.420509,0.410829,0.62533,0.412364,0.341365,0.62684,0.420473,0.438713,0.400223,0.40695,0.428035,0.36192,0.406947,0.269186,0.642169,0.415058,0.148214,0.640617,0.412343,0.173575,0.636045,0.404214,0.258266,0.645251,0.406899,0.187146,0.643748,0.412392,0.147707,0.637596,0.406961,0.298118,flag1,112,null_skill
0,0,0,0,0,0,0,0,0,0.386489,0.425895,0.2481,0.389491,0.404113,0.0758099,0.409421,0.445024,0.627384,0.404815,0.357885,0.619612,0.386489,0.507701,0.735649,0.392567,0.295106,0.674509,0.361915,0.556695,0.798355,0.360382,0.229927,0.665456,0.472162,0.425914,0.420818,0.469127,0.379606,0.323122,0.550276,0.423306,0.433215,0.550302,0.417822,0.416698,0.623801,0.420563,0.416486,0.625307,0.417843,0.464591,0.400237,0.406924,0.449394,0.361938,0.406985,0.283121,0.639107,0.442346,0.21274,0.639118,0.431417,0.248511,0.634514,0.406879,0.289872,0.643678,0.428701,0.156835,0.6422,0.436915,0.14181,0.634512,0.406873,0.335627,flag1,113,null_skill
0.375759,0.439546,0.0745955,0,0,0,0,0,0,0.384943,0.423324,0.391872,0.386434,0.4041,0.0897288,0.410879,0.442311,0.618136,0.406307,0.357834,0.625213,0.38948,0.504922,0.691226,0.387992,0.28706,0.686975,0.361954,0.554097,0.828633,0.360356,0.229823,0.717579,0.478329,0.426016,0.428734,0.476777,0.379667,0.313161,0.557934,0.426019,0.442227,0.556421,0.417814,0.336233,0.628394,0.423271,0.464433,0.628381,0.423286,0.429871,0.400231,0.406906,0.532397,0.360377,0.404223,0.442969,0.640656,0.450521,0.253915,0.642154,0.442353,0.290223,0.639116,0.404245,0.312808,0.642119,0.453215,0.139774,0,0,0,0.637593,0.406907,0.262597,flag1,114,null_skill
0,0,0,0,0,0,0,0,0,0.384845,0.425977,0.478266,0.386397,0.404269,0.084117,0.409433,0.445056,0.653025,0.407868,0.360496,0.668927,0.38642,0.510526,0.809298,0.394056,0.292542,0.667791,0.360407,0.556786,0.823583,0.361913,0.232588,0.636898,0.47832,0.426058,0.414276,0.473713,0.379679,0.333999,0.557941,0.420506,0.373138,0.559468,0.439575,0.353613,0.62077,0.425925,0.42178,0.61925,0.442315,0.376562,0.400242,0.409638,0.518005,0.360432,0.404179,0.451763,0.637594,0.445067,0.144686,0,0,0,0.629916,0.420557,0.273891,0.632973,0.485939,0.113114,0.629935,0.48869,0.126503,0.63145,0.426027,0.185661,flag1,115,null_skill
0,0,0,0,0,0,0,0,0,0.386454,0.423318,0.313649,0.386462,0.404107,0.0778042,0.410888,0.442288,0.641569,0.409352,0.357835,0.691521,0.386454,0.510438,0.820277,0.392538,0.292358,0.684328,0.360424,0.556767,0.836818,0.360444,0.232485,0.697214,0.475264,0.43143,0.429011,0.473706,0.382412,0.370824,0.556428,0.425944,0.404715,0.55643,0.436869,0.351298,0.62533,0.436838,0.361662,0.623802,0.442353,0.311437,0.403259,0.404226,0.451727,0.361892,0.401425,0.370504,0.633017,0.469593,0.166852,0,0,0,0.634521,0.428686,0.27724,0.631475,0.475042,0.0994225,0,0,0,0.63756,0.43143,0.197744,flag1,116,null_skill
0,0,0,0,0,0,0,0,0,0.392532,0.423253,0.224889,0,0,0,0.410923,0.439561,0.637662,0.409408,0.355178,0.665919,0.386449,0.510462,0.828001,0.392561,0.292412,0.68095,0.360377,0.556782,0.841556,0.360452,0.232529,0.689597,0.4829,0.434133,0.400336,0.478309,0.385103,0.323806,0.556432,0.425965,0.334174,0.554902,0.431463,0.331639,0.622278,0.445074,0.252105,0.623783,0.447755,0.274033,0.407842,0.404246,0.378201,0.361952,0.401375,0.276664,0.640646,0.450516,0.0987638,0.640633,0.44776,0.110768,0.629926,0.4423,0.179414,0.642218,0.45049,0.0887716,0,0,0,0.632999,0.442351,0.191513,flag1,117,null_skill
0,0,0,0,0,0,0,0,0,0.389474,0.420504,0.336353,0.391015,0.401436,0.0679849,0.410898,0.439559,0.662171,0.409442,0.35505,0.680947,0.386441,0.510465,0.833631,0.3895,0.286971,0.674546,0.360396,0.556708,0.843227,0.360453,0.232508,0.719463,0.481346,0.442347,0.547251,0.484463,0.396003,0.536969,0.554832,0.46409,0.598998,0.55335,0.425998,0.613868,0.619208,0.464092,0.531571,0.620715,0.450481,0.592604,0.407845,0.404151,0.467527,0.361972,0.398762,0.335453,0.629929,0.502287,0.308112,0.634523,0.491337,0.335397,0.63301,0.450513,0.334558,0.637583,0.491321,0.208798,0.640617,0.491353,0.159032,0.633006,0.445105,0.363623,flag1,118,null_skill
0.374176,0.431443,0.092972,0.374189,0.423277,0.135339,0,0,0,0.386439,0.420478,0.504415,0.391044,0.401447,0.0562988,0.410884,0.442342,0.692685,0.410918,0.355055,0.70425,0.386413,0.510534,0.831004,0.391034,0.289724,0.672918,0.360346,0.556795,0.817616,0.361925,0.232622,0.663622,0.48136,0.445016,0.566731,0.484477,0.398721,0.561521,0.55183,0.469506,0.636999,0.556439,0.42613,0.681276,0.619157,0.488726,0.622223,0.619248,0.464121,0.631478,0.407846,0.4042,0.489532,0.360421,0.398763,0.393148,0.617693,0.526839,0.320053,0.626854,0.518598,0.350367,0.626866,0.488609,0.366835,0.632977,0.505002,0.117248,0.631449,0.496816,0.085869,0.632972,0.45869,0.40189,flag1,119,null_skill
0.374244,0.434128,0.185843,0.374193,0.42328,0.30986,0,0,0,0.384935,0.409654,0.754767,0.394059,0.38246,0.0957565,0.409385,0.442256,0.705748,0.410975,0.35506,0.71226,0.386394,0.513084,0.840437,0.38649,0.278867,0.715418,0.358813,0.5595,0.745152,0.36188,0.229903,0.71741,0.484408,0.450467,0.568167,0.493597,0.40419,0.564433,0.545754,0.485963,0.69597,0.556395,0.445132,0.72386,0.610041,0.515892,0.688295,0.617677,0.488603,0.663605,0.406326,0.401516,0.629603,0.358861,0.398739,0.5258,0.60847,0.537766,0.362109,0.617627,0.534938,0.423255,0.619235,0.515936,0.496681,0.62839,0.521297,0.169177,0.622272,0.513123,0.130708,0.629942,0.488567,0.447258,flag1,120,null_skill
0.375705,0.431401,0.377648,0.37419,0.423194,0.554072,0,0,0,0.384932,0.404324,0.841197,0,0,0,0.409377,0.439625,0.70919,0.41096,0.355064,0.711369,0.386404,0.513051,0.846355,0.387974,0.281633,0.671267,0.358824,0.559449,0.755404,0.361918,0.232495,0.688564,0.478319,0.450543,0.561801,0.48598,0.4042,0.588266,0.544151,0.488647,0.710138,0.547231,0.450577,0.685101,0.608538,0.529421,0.733922,0.603899,0.491414,0.688959,0.404832,0.404135,0.617967,0.357308,0.398697,0.483806,0.620743,0.556721,0.503261,0.626843,0.54853,0.515319,0.617709,0.529478,0.427149,0.620741,0.532203,0.187048,0,0,0,0.61612,0.488643,0.385722,flag1,121,null_skill
0.375689,0.428665,0.573264,0.374167,0.42309,0.712095,0,0,0,0.384892,0.404093,0.891694,0,0,0,0.40942,0.431466,0.70935,0.410943,0.349671,0.715867,0.386439,0.510503,0.845818,0.389471,0.284343,0.669663,0.358852,0.556885,0.763783,0.361974,0.232576,0.656525,0.476799,0.455949,0.555106,0.485968,0.406934,0.607364,0.534976,0.496777,0.684119,0.545733,0.461421,0.697959,0.606955,0.532286,0.776502,0.602333,0.507707,0.611898,0.404797,0.401437,0.651249,0.357317,0.393309,0.479749,0.617705,0.57311,0.510363,0.623775,0.556885,0.553317,0.616154,0.53217,0.505701,0.617677,0.548533,0.0982964,0,0,0,0.608523,0.502299,0.362454,flag1,122,null_skill
0.374187,0.425989,0.518369,0.37268,0.417814,0.628422,0,0,0,0.38483,0.401501,0.854708,0,0,0,0.409374,0.4287,0.718186,0.410933,0.347011,0.70792,0.386502,0.510423,0.835736,0.39254,0.289709,0.671245,0.35882,0.556792,0.760776,0.363508,0.235279,0.627311,0.479861,0.464104,0.62219,0.487509,0.423268,0.669106,0.535008,0.513305,0.783507,0.547283,0.485904,0.776205,0.597766,0.573102,0.759588,0.59928,0.543131,0.732699,0.403307,0.401369,0.628817,0.354281,0.390537,0.452462,0.594685,0.605788,0.423358,0.605392,0.594878,0.491275,0.607011,0.575755,0.686391,0.614621,0.578513,0.245289,0.614587,0.575757,0.170693,0.608507,0.548569,0.533493,flag1,123,null_skill
0.374136,0.42593,0.717362,0.372632,0.417735,0.730182,0,0,0,0.383388,0.401383,0.861268,0,0,0,0.409374,0.428735,0.73614,0.410939,0.346997,0.730799,0.386513,0.510452,0.83175,0.392565,0.289778,0.696081,0.358862,0.556747,0.758701,0.36959,0.243428,0.630287,0.478322,0.466821,0.648489,0.485979,0.423322,0.691107,0.533447,0.529443,0.750684,0.545657,0.491375,0.843743,0.594675,0.57869,0.803429,0.591601,0.553941,0.6398,0.403293,0.398776,0.668792,0.355805,0.385191,0.474485,0.591608,0.616628,0.506441,0.596217,0.605841,0.537207,0.605435,0.578645,0.734596,0.596219,0.573122,0.10689,0.593185,0.573116,0.100127,0.597795,0.553927,0.413107,flag1,124,null_skill
0.374134,0.42328,0.76621,0.372649,0.409615,0.774525,0,0,0,0.383365,0.398676,0.83075,0,0,0,0.409338,0.431403,0.732333,0.410984,0.349681,0.72334,0.386521,0.510484,0.852978,0.394092,0.292429,0.691974,0.360358,0.554025,0.797386,0.37107,0.246084,0.665384,0.478333,0.469517,0.661862,0.485992,0.428695,0.680884,0.531946,0.535003,0.854245,0.545642,0.507667,0.815963,0.5901,0.594902,0.792715,0.590112,0.575691,0.765514,0.403286,0.398761,0.658002,0.355785,0.382435,0.468341,0.594693,0.622183,0.55417,0.596255,0.616733,0.610757,0.594785,0.597513,0.654751,0.597756,0.605786,0.157687,0.594674,0.600342,0.137749,0.596259,0.575704,0.51502,flag1,125,null_skill
0.372685,0.423179,0.730873,0.3726,0.406917,0.755937,0,0,0,0.383353,0.390614,0.802938,0,0,0,0.407882,0.426119,0.742776,0.410957,0.344273,0.720366,0.387956,0.510463,0.856431,0.394078,0.29237,0.685287,0.360341,0.553934,0.797719,0.368052,0.240684,0.661747,0.475254,0.469661,0.651319,0.4845,0.434121,0.668203,0.531871,0.548522,0.794566,0.541097,0.513225,0.775954,0.580928,0.603092,0.829308,0.582466,0.581333,0.799393,0.403287,0.398644,0.63886,0.354259,0.379671,0.44076,0.588557,0.641272,0.546814,0.591647,0.633083,0.609128,0.588584,0.605847,0.621379,0.594652,0.624955,0.226371,0.593154,0.622248,0.167625,0.593111,0.586725,0.552369,flag1,126,null_skill
0.372677,0.420459,0.756368,0.372592,0.404207,0.831124,0,0,0,0.384815,0.385189,0.845106,0,0,0,0.407881,0.425988,0.765728,0.412498,0.349713,0.709063,0.387967,0.510443,0.83444,0.395611,0.292531,0.698329,0.360339,0.551301,0.763329,0.371098,0.246069,0.693825,0.479829,0.485948,0.672342,0.485984,0.447895,0.695585,0.522705,0.55692,0.819182,0.533423,0.535073,0.833221,0.568696,0.630307,0.810771,0.56864,0.608492,0.770263,0.404805,0.395997,0.68013,0.355792,0.371452,0.493898,0.571736,0.665883,0.551095,0.577872,0.663062,0.661577,0.577836,0.633059,0.64662,0.579415,0.657504,0.157425,0,0,0,0.576324,0.61122,0.537632,flag1,127,null_skill
0.374151,0.415121,0.769343,0.372659,0.404114,0.877614,0,0,0,0.384865,0.382542,0.889202,0,0,0,0.407877,0.423351,0.774837,0.41252,0.352414,0.708013,0.387954,0.510449,0.83796,0.395602,0.295102,0.714092,0.36036,0.551251,0.7691,0.372585,0.246104,0.711103,0.475273,0.488568,0.682823,0.4845,0.450581,0.68226,0.519577,0.573099,0.817506,0.530392,0.551248,0.824924,0.558014,0.64132,0.80376,0.562548,0.622159,0.801113,0.404792,0.393304,0.706558,0.357325,0.366093,0.536817,0.557922,0.687527,0.411873,0.564046,0.684771,0.453997,0.568695,0.644022,0.692915,0.554892,0.654882,0.0573111,0.553373,0.646689,0.054525,0.570228,0.624919,0.615294,flag1,128,null_skill
0.374163,0.412384,0.770072,0.372678,0.401506,0.878979,0,0,0,0.384847,0.382432,0.907443,0,0,0,0.40786,0.42321,0.77212,0.412487,0.352454,0.718922,0.387945,0.510372,0.837369,0.395581,0.292554,0.717282,0.360407,0.551233,0.788748,0.372634,0.24619,0.727247,0.473757,0.488664,0.69922,0.484496,0.455968,0.667082,0.511996,0.575939,0.816593,0.522773,0.554137,0.849514,0.553365,0.649395,0.775847,0.556449,0.638531,0.829748,0.404823,0.393305,0.689354,0.357297,0.366049,0.517529,0.553342,0.687588,0.510112,0.55645,0.684794,0.607753,0.561014,0.660266,0.671685,0.559499,0.68207,0.162301,0.558002,0.676658,0.12132,0.567087,0.643933,0.54173,flag1,129,null_skill
0.374166,0.409615,0.796829,0.372687,0.401401,0.881864,0,0,0,0.384849,0.382389,0.917183,0,0,0,0.407859,0.420578,0.770719,0.412472,0.355177,0.732349,0.387974,0.51038,0.836356,0.394054,0.292477,0.704571,0.360394,0.55129,0.785403,0.372593,0.24616,0.695893,0.470657,0.488709,0.732816,0.48136,0.46404,0.653865,0.507431,0.581295,0.82331,0.51959,0.559493,0.814522,0.545663,0.663095,0.866524,0.545752,0.641279,0.802326,0.404826,0.393305,0.693334,0.357339,0.363399,0.519663,0.541107,0.695714,0.452124,0.545698,0.690331,0.523674,0.556361,0.668483,0.731811,0.544158,0.665798,0.0699162,0.541105,0.665729,0.0666366,0.556417,0.646679,0.565739,flag1,130,null_skill
0.374216,0.406926,0.771657,0.37414,0.401329,0.859589,0,0,0,0.384931,0.382328,0.934707,0,0,0,0.407877,0.423152,0.776193,0.412512,0.357849,0.734873,0.388008,0.507725,0.811786,0.391033,0.289778,0.714973,0.360384,0.551316,0.791976,0.369553,0.240714,0.636519,0.461473,0.502266,0.690548,0.472201,0.472331,0.691678,0.496765,0.600373,0.807134,0.508918,0.581247,0.802162,0.531923,0.687496,0.792189,0.531985,0.665769,0.739958,0.406342,0.393301,0.688504,0.360336,0.360624,0.494413,0.531895,0.733898,0.45343,0.533509,0.728471,0.509682,0.538048,0.690278,0.554779,0.530404,0.714768,0.0800969,0,0,0,0.541118,0.668459,0.457704,flag1,131,null_skill
0.374222,0.404317,0.778952,0.374174,0.398674,0.844494,0,0,0,0.386394,0.382293,0.940088,0,0,0,0.40785,0.423347,0.788034,0.413981,0.357826,0.734272,0.388001,0.51032,0.829949,0.38952,0.289742,0.727159,0.360395,0.551311,0.792106,0.369579,0.243388,0.640205,0.459906,0.507688,0.718519,0.470666,0.47506,0.683128,0.493631,0.603075,0.80966,0.504314,0.581287,0.759747,0.521234,0.709281,0.816029,0.522712,0.684809,0.637377,0.406351,0.39601,0.698903,0.360421,0.357945,0.47491,0.518099,0.750112,0.604609,0.522758,0.744723,0.644285,0.531848,0.71756,0.648441,0.502836,0.70387,0.103348,0.505896,0.701106,0.138904,0.531922,0.687562,0.399819,flag1,132,null_skill
0.374236,0.404293,0.746043,0.374197,0.396012,0.799931,0,0,0,0.386462,0.37974,0.922864,0,0,0,0.407843,0.423315,0.791311,0.412497,0.357909,0.721805,0.388028,0.510307,0.815593,0.391029,0.292416,0.724237,0.360417,0.551314,0.790077,0.368049,0.240694,0.644144,0.4599,0.507757,0.724768,0.470607,0.485854,0.672514,0.485959,0.611233,0.765386,0.495197,0.597687,0.790423,0.51199,0.7067,0.790069,0.513565,0.701211,0.68394,0.40783,0.398665,0.705329,0.360439,0.35782,0.419335,0.507454,0.753024,0.581342,0.513517,0.750188,0.621517,0.521169,0.712112,0.615633,0.50891,0.750256,0.295673,0.508907,0.747493,0.241594,0.52125,0.706569,0.43612,flag1,133,null_skill
0.374197,0.404221,0.779422,0.374178,0.390603,0.813993,0,0,0,0.387941,0.379672,0.896873,0,0,0,0.40783,0.423313,0.786289,0.413987,0.357891,0.687952,0.3895,0.507754,0.807644,0.387995,0.289661,0.73819,0.360431,0.551333,0.789408,0.361983,0.229878,0.686107,0.456881,0.510431,0.712948,0.466059,0.488594,0.638039,0.481392,0.616741,0.768285,0.486031,0.603138,0.720506,0.505858,0.712105,0.785697,0.505893,0.709379,0.727045,0.407873,0.39872,0.701396,0.360434,0.352434,0.388516,0.496715,0.769241,0.469723,0.502829,0.758363,0.522961,0.51049,0.725634,0.635321,0.496661,0.763837,0.215769,0.496652,0.752997,0.188337,0.513514,0.717474,0.377297,flag1,134,null_skill
0.374209,0.398752,0.856284,0.374206,0.382427,0.911446,0.368064,0.382266,0.0565877,0.387983,0.374206,0.832216,0,0,0,0.40783,0.425966,0.811904,0.412484,0.355083,0.709045,0.388007,0.507629,0.811127,0.387973,0.289798,0.745333,0.360412,0.551296,0.816185,0.361901,0.229837,0.637206,0.453809,0.513132,0.703424,0.459932,0.494063,0.627195,0.470645,0.622256,0.826121,0.472236,0.619382,0.741493,0.484495,0.731256,0.835911,0.486023,0.72563,0.569759,0.407806,0.390548,0.726152,0.368024,0.338778,0.480676,0.472158,0.769259,0.534872,0.481327,0.769246,0.551188,0.492075,0.744707,0.635708,0.472187,0.750203,0.100941,0,0,0,0.495151,0.728435,0.317886,flag1,135,null_skill
0.374165,0.395993,0.840331,0.374192,0.382278,0.919717,0,0,0,0.387955,0.371533,0.821919,0,0,0,0.407811,0.425989,0.800295,0.412461,0.352462,0.720495,0.388024,0.507664,0.813037,0.389469,0.292444,0.713909,0.360404,0.55129,0.806231,0.361937,0.2325,0.592016,0.447684,0.513279,0.736783,0.458363,0.496807,0.620523,0.463045,0.627624,0.724976,0.470644,0.619404,0.704352,0.479873,0.73119,0.82232,0.482831,0.725617,0.549004,0.406359,0.387854,0.72798,0.369576,0.336099,0.490838,0.467597,0.774864,0.534333,0.472236,0.77471,0.605635,0.484476,0.739362,0.755295,0.469149,0.769263,0.115059,0,0,0,0.487497,0.72849,0.302778,flag1,136,null_skill
